application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0007017,CUST001295,2024-08-25,Debt Consolidation,20287.23,60,Rejected,Document Verification,,18.49
APP0007018,CUST000308,13/08/2024,Debt Consolidation,5614.82,60,Abandoned In Funnel,Document Verification,,6.98
APP0007019,CUST003489,25/04/2025,Home Improvement,12273.21,36,Approved,Disbursed,22.82,11.85
APP0007020,CUST000619,2024-02-10,Major Purchase,15853.19,60,Approved,Disbursed,6.75,8.95
APP0007021,CUST000680,2024-02-18,Credit Card Refinancing,11140.62,36,Abandoned In Funnel,Document Verification,,12.94
APP0007022,CUST001039,2025-06-11,Home Improvement,16590.5,36,Approved,Disbursed,21.72,30.57
APP0007023,CUST000703,2025-08-16,Credit Card Refinancing,3932.66,36,Approved,Disbursed,10.43,19.38
APP0007024,CUST002666,2025-11-18,Small Business,13292.05,36,Abandoned In Funnel,Pre-Qualification,,13.61
APP0007025,CUST003761,04/10/2025,Debt Consolidation,38602.68,60,Approved,Disbursed,21.8,24.35
APP0007026,CUST004263,2022-10-19,Debt Consolidation,10347.64,36,Abandoned In Funnel,Document Verification,,19.49
APP0007027,CUST000543,2024-03-03,Major Purchase,23962.98,36,Rejected,Risk Assessment,,1.59
APP0007028,CUST003953,2024-04-19,Debt Consolidation,10051.37,36,Approved,Disbursed,18.83,21.63
APP0007029,CUST001937,2025-08-08,Home Improvement,9278.82,36,Approved,Disbursed,5.74,20.95
APP0007030,CUST004077,25/01/2025,Debt Consolidation,8474.06,60,Approved,Disbursed,14.09,37.41
APP0007031,CUST001912,2022-09-22,Home Improvement,4788.36,36,Approved,Disbursed,11.15,19.6
APP0007032,CUST004528,2023-09-27,Credit Card Refinancing,16855.12,36,Approved,Disbursed,17.23,5.5
APP0007033,CUST001247,2023-05-28,Home Improvement,11740.71,36,Approved,Disbursed,22.07,7.05
APP0007034,CUST003759,2022-09-16,Major Purchase,6281.6,60,Approved,Disbursed,5.56,19.83
APP0007035,CUST003373,2024-07-14,Home Improvement,8268.37,36,Rejected,Document Verification,,19.46
APP0007036,CUST002063,2025-08-22,Home Improvement,3889.47,36,Abandoned In Funnel,Pre-Qualification,,14.25
APP0007037,CUST000064,2024-11-06,Debt Consolidation,16820.92,36,Rejected,Document Verification,,15.66
APP0007038,CUST004426,17/08/2023,Debt Consolidation,9733.49,36,Abandoned In Funnel,Pre-Qualification,,14.86
APP0007039,CUST002798,2022-02-08,Credit Card Refinancing,10792.9,60,Rejected,Risk Assessment,,18.34
APP0007040,CUST000976,2022-11-28,Credit Card Refinancing,19710.15,36,Approved,Disbursed,16.95,16.62
APP0007041,CUST002157,2022-12-08,Debt Consolidation,26673.54,36,Approved,Disbursed,15.55,8.74
APP0007042,CUST000688,20/03/2023,Major Purchase,31073.5,60,Approved,Disbursed,24.73,13.3
APP0007043,CUST002847,2024-10-13,Home Improvement,19073.77,36,Approved,Disbursed,14.94,21.32
APP0007044,CUST001859,2025-05-31,Debt Consolidation,9910.99,60,Approved,Disbursed,10.15,7.15
APP0007045,CUST004013,2025-07-12,Credit Card Refinancing,5565.72,60,Rejected,Document Verification,,15.37
APP0007046,CUST004850,2024-01-10,Credit Card Refinancing,36651.88,60,Abandoned In Funnel,Document Verification,,33.14
APP0007047,CUST003482,2023-11-13,Home Improvement,25132.76,36,Abandoned In Funnel,Document Verification,,11.3
APP0007048,CUST004863,2024-10-11,Small Business,7153.62,36,Approved,Disbursed,10.55,13.08
APP0007049,CUST000541,2024-12-01,Credit Card Refinancing,29563.87,36,Abandoned In Funnel,Document Verification,,15.38
APP0007050,CUST003296,2024-03-16,Major Purchase,21039.99,36,Rejected,Risk Assessment,,9.28
APP0007051,CUST003442,2023-08-06,Small Business,7728.74,36,Approved,Disbursed,8.78,38.62
APP0007052,CUST000604,2025-05-10,Home Improvement,6503.08,36,Approved,Disbursed,19.13,12.7
APP0007053,CUST004510,2023-07-30,Credit Card Refinancing,38749.91,60,Abandoned In Funnel,Pre-Qualification,,13.87
APP0007054,CUST003098,2023-08-29,Home Improvement,8612.66,60,Approved,Disbursed,26.5,5.33
APP0007055,CUST001622,2025-07-04,Home Improvement,24138.64,36,Approved,Disbursed,21.91,29.48
APP0007056,CUST003928,2022-12-09,Credit Card Refinancing,17247.36,36,Approved,Disbursed,6.9,1.83
APP0007057,CUST002669,2025-11-06,Debt Consolidation,3201.85,60,Approved,Disbursed,12.71,20.41
APP0007058,CUST000410,28/09/2023,Debt Consolidation,15584.26,60,Abandoned In Funnel,Document Verification,,22.98
APP0007059,CUST001991,2022-12-18,Debt Consolidation,13324.89,36,Approved,Disbursed,11.66,13.92
APP0007060,CUST000173,2025-11-28,Credit Card Refinancing,32272.07,36,Approved,Disbursed,25.36,17.96
APP0007061,CUST002135,2023-05-04,Major Purchase,23988.49,60,Approved,Disbursed,6.02,
APP0007062,CUST003394,2022-10-02,Major Purchase,13748.53,60,Rejected,Risk Assessment,,5.91
APP0007063,CUST000630,2022-10-18,Debt Consolidation,32935.73,36,Approved,Disbursed,7.19,9.49
APP0007064,CUST003595,2023-11-11,Debt Consolidation,9208.49,36,Approved,Disbursed,19.16,14.72
APP0007065,CUST004790,2023-11-21,Home Improvement,13451.38,60,Approved,Disbursed,12.64,8.72
APP0007066,CUST001934,2025-05-01,Credit Card Refinancing,16098.9,60,Approved,Disbursed,7.19,
APP0007067,CUST003007,2025-02-27,Home Improvement,4833.16,60,Rejected,Risk Assessment,,46.48
APP0007068,CUST002765,2022-09-01,Debt Consolidation,11780.09,60,Rejected,Document Verification,,8.81
APP0007069,CUST002689,2023-01-28,Credit Card Refinancing,5492.95,60,Rejected,Document Verification,,3.86
APP0007070,CUST004457,2023-01-08,Debt Consolidation,9560.81,60,Approved,Disbursed,18.42,23.96
APP0007071,CUST004635,2024-10-12,Debt Consolidation,3214.35,36,Abandoned In Funnel,Pre-Qualification,,22.79
APP0007072,CUST004219,2024-04-30,Debt Consolidation,4421.65,36,Approved,Disbursed,13.13,12.94
APP0007073,CUST001987,05/04/2022,Small Business,35094.76,36,Approved,Disbursed,14.68,24.6
APP0007074,CUST003941,18/03/2025,Debt Consolidation,31518.96,60,Rejected,Risk Assessment,,9.44
APP0007075,CUST004328,2022-04-07,Home Improvement,12590.41,36,Approved,Disbursed,11.05,18.31
APP0007076,CUST001166,2025-09-29,Debt Consolidation,15513.3,60,Approved,Disbursed,27.86,28.06
APP0007077,CUST002674,2022-05-18,Major Purchase,6321.31,60,Rejected,Risk Assessment,,11.42
APP0007078,CUST001172,2022-11-23,Small Business,3696.19,60,Approved,Disbursed,9.21,27.03
APP0007079,CUST002597,2022-12-14,Home Improvement,26538.27,36,Abandoned In Funnel,Pre-Qualification,,30.42
APP0007080,CUST000662,2024-05-25,Small Business,19229.47,36,Approved,Disbursed,25.75,18.15
APP0007081,CUST001719,2023-04-17,Major Purchase,8004.22,36,Approved,Disbursed,11.2,36.1
APP0007082,CUST004410,2025-09-07,Credit Card Refinancing,6792.76,60,Approved,Disbursed,9.66,36.76
APP0007083,CUST004876,2023-12-19,Debt Consolidation,15083.83,36,Rejected,Document Verification,,21.65
APP0007084,CUST003610,2025-04-01,Debt Consolidation,14048.95,60,Rejected,Pre-Qualification,,
APP0007085,CUST002404,2022-04-08,Home Improvement,21553.94,36,Approved,Disbursed,22.46,40.09
APP0007086,CUST003190,2023-08-19,Credit Card Refinancing,8667.26,60,Approved,Disbursed,17.37,15.25
APP0007087,CUST002749,2022-04-28,Small Business,7849.36,36,Approved,Disbursed,12.53,12.74
APP0007088,CUST004633,2022-09-25,Home Improvement,7714.47,60,Approved,Disbursed,16.56,18.44
APP0007089,CUST000965,2023-12-16,Debt Consolidation,62977.77,36,Approved,Disbursed,18.65,22.13
APP0007090,CUST004571,2024-03-02,Debt Consolidation,10318.39,36,Approved,Disbursed,23.07,14.6
APP0007091,CUST000933,11/06/2022,Major Purchase,15297.77,60,Approved,Disbursed,18.39,9.65
APP0007092,CUST000076,2023-02-06,Credit Card Refinancing,4039.26,36,Approved,Disbursed,19.14,6.97
APP0007093,CUST002983,2023-06-20,Small Business,9036.03,36,Rejected,Risk Assessment,,10.83
APP0007094,CUST004374,2024-02-15,Credit Card Refinancing,10081.76,36,Approved,Disbursed,9.7,17.82
APP0007095,CUST000203,2024-07-29,Major Purchase,48181.49,36,Rejected,Document Verification,,23.99
APP0007096,CUST003197,2022-11-10,Debt Consolidation,31992.13,36,Rejected,Pre-Qualification,,11.45
APP0007097,CUST001344,2023-02-27,Home Improvement,4844.93,36,Approved,Disbursed,12.24,12.27
APP0007098,CUST001273,09/08/2023,Debt Consolidation,21695.53,60,Approved,Disbursed,8.81,19.89
APP0007099,CUST003499,2023-04-23,Home Improvement,9561.87,60,Approved,Disbursed,8.37,30.32
APP0007100,CUST000620,2022-07-14,Major Purchase,10916.05,60,Rejected,Document Verification,,7.5
APP0007101,CUST003895,01/01/2024,Home Improvement,5239.68,60,Rejected,Risk Assessment,,5.22
APP0007102,CUST001019,2024-10-20,Debt Consolidation,12191.12,36,Approved,Disbursed,11.26,2.37
APP0007103,CUST004235,2023-04-04,Debt Consolidation,11072.12,36,Approved,Disbursed,17.1,4.95
APP0007104,CUST001040,2024-09-30,Home Improvement,3425.32,36,Approved,Disbursed,6.04,21.44
APP0007105,CUST002201,2022-11-23,Credit Card Refinancing,20922.64,36,Abandoned In Funnel,Document Verification,,34.7
APP0007106,CUST000923,2023-07-26,Debt Consolidation,23131.7,60,Rejected,Document Verification,,45.81
APP0007107,CUST003195,2024-07-23,Home Improvement,9803.91,60,Approved,Disbursed,27.77,3.42
APP0007108,CUST001196,2023-10-09,Credit Card Refinancing,19729.98,36,Approved,Disbursed,13.66,22.53
APP0007109,CUST001478,2022-06-18,Credit Card Refinancing,26434.81,60,Rejected,Document Verification,,
APP0007110,CUST003383,2022-11-02,Credit Card Refinancing,6939.76,36,Approved,Disbursed,8.45,8.18
APP0007111,CUST000335,10/01/2025,Debt Consolidation,4409.88,60,Abandoned In Funnel,Document Verification,,7.45
APP0007112,CUST001781,2024-08-25,Small Business,17501.11,36,Rejected,Risk Assessment,,27.85
APP0007113,CUST001809,2024-03-12,Credit Card Refinancing,18055.05,60,Approved,Disbursed,17.36,31.31
APP0007114,CUST003441,2022-06-14,Debt Consolidation,40994.49,60,Rejected,Pre-Qualification,,16.18
APP0007115,CUST002088,2023-06-16,Home Improvement,12060.25,60,Approved,Disbursed,12.34,11.33
APP0007116,CUST003782,2023-11-13,Major Purchase,18243.33,36,Rejected,Document Verification,,14.57
APP0007117,CUST000587,2024-05-01,Credit Card Refinancing,9548.81,60,Rejected,Risk Assessment,,14.06
APP0007118,CUST004846,2025-05-09,Credit Card Refinancing,7316.33,36,Abandoned In Funnel,Document Verification,,16.12
APP0007119,CUST002357,12/08/2022,Credit Card Refinancing,25238.17,60,Approved,Disbursed,15.97,24.29
APP0007120,CUST001745,2024-09-01,Credit Card Refinancing,22573.5,36,Approved,Disbursed,26.59,28.02
APP0007121,CUST001089,2024-07-15,Home Improvement,5002.39,60,Abandoned In Funnel,Pre-Qualification,,3.21
APP0007122,CUST004993,2022-10-08,Major Purchase,14378.44,60,Approved,Disbursed,18.24,25.8
APP0007123,CUST000935,2022-11-13,Home Improvement,8963.27,36,Approved,Disbursed,20.36,14.41
APP0007124,CUST000212,2022-03-10,Debt Consolidation,21859.47,36,Approved,Disbursed,14.05,
APP0007125,CUST004523,2024-11-15,Credit Card Refinancing,11501.54,36,Rejected,Pre-Qualification,,10.8
APP0007126,CUST003351,07/06/2025,Home Improvement,13025.13,60,Rejected,Document Verification,,23.34
APP0007127,CUST000762,2023-11-18,Debt Consolidation,23845.51,36,Abandoned In Funnel,Document Verification,,15.93
APP0007128,CUST000245,2023-04-05,Debt Consolidation,19385.9,60,Approved,Disbursed,12.69,21.76
APP0007129,CUST004588,21/12/2022,Major Purchase,5821.18,36,Approved,Disbursed,14.63,8.77
APP0007130,CUST000031,2025-02-14,Credit Card Refinancing,13792.47,36,Approved,Disbursed,16.24,31.65
APP0007131,CUST003949,27/10/2024,Home Improvement,14443.28,60,Approved,Disbursed,23.31,5.85
APP0007132,CUST001204,2025-01-04,Small Business,7073.3,36,Abandoned In Funnel,Pre-Qualification,,28.04
APP0007133,CUST003462,2024-03-22,Home Improvement,17373.15,60,Rejected,Risk Assessment,,18.87
APP0007134,CUST000303,2024-12-22,Credit Card Refinancing,19509.34,36,Abandoned In Funnel,Document Verification,,4.28
APP0007135,CUST002095,2022-04-25,Major Purchase,4799.96,36,Abandoned In Funnel,Pre-Qualification,,7.85
APP0007136,CUST002167,2024-12-05,Debt Consolidation,8574.98,36,Approved,Disbursed,10.4,23.36
APP0007137,CUST004143,26/07/2023,Small Business,15919.07,60,Approved,Disbursed,16.5,3.79
APP0007138,CUST001098,2024-10-27,Debt Consolidation,17119.43,36,Approved,Disbursed,7.32,27.41
APP0007139,CUST003612,2023-04-05,Home Improvement,11764.79,36,Approved,Disbursed,18.11,15.22
APP0007140,CUST000056,2025-12-24,Credit Card Refinancing,25333.5,36,Rejected,Risk Assessment,,19.41
APP0007141,CUST003650,2023-09-17,Home Improvement,14044.07,36,Approved,Disbursed,26.13,24.87
APP0007142,CUST000763,06/05/2025,Home Improvement,12357.63,36,Rejected,Risk Assessment,,24.05
APP0007143,CUST000136,2022-08-01,Debt Consolidation,21121.86,36,Abandoned In Funnel,Pre-Qualification,,
APP0007144,CUST000929,2025-07-20,Credit Card Refinancing,52534.37,36,Approved,Disbursed,18.98,6.6
APP0007145,CUST000460,2025-05-06,Debt Consolidation,15374.62,36,Approved,Disbursed,10.2,27.15
APP0007146,CUST000856,2025-11-28,Credit Card Refinancing,13891.89,36,Approved,Disbursed,10.54,
APP0007147,CUST002256,2024-05-07,Home Improvement,8438.67,60,Approved,Disbursed,20.21,14.88
APP0007148,CUST002257,04/07/2025,Credit Card Refinancing,11226.89,36,Rejected,Risk Assessment,,24.95
APP0007149,CUST001203,2024-12-14,Home Improvement,4606.84,36,Rejected,Risk Assessment,,6.89
APP0007150,CUST003940,2023-06-06,Home Improvement,13098.22,36,Rejected,Risk Assessment,,34.75
APP0007151,CUST001988,2024-08-26,Credit Card Refinancing,9189.2,36,Approved,Disbursed,22.94,
APP0007152,CUST003661,2025-11-21,Debt Consolidation,10739.56,36,Rejected,Risk Assessment,,12.74
APP0007153,CUST002541,2025-04-17,Debt Consolidation,21031.64,60,Approved,Disbursed,13.89,29.2
APP0007154,CUST000004,2025-10-05,Home Improvement,15709.53,36,Rejected,Risk Assessment,,7.33
APP0007155,CUST000520,2025-03-15,Home Improvement,30873.1,36,Rejected,Risk Assessment,,8.54
APP0007156,CUST004156,2025-02-10,Small Business,32824.24,60,Approved,Disbursed,22.52,20.29
APP0007157,CUST002488,2022-07-08,Credit Card Refinancing,11565.16,36,Approved,Disbursed,9.47,17.07
APP0007158,CUST004489,2025-09-16,Debt Consolidation,22101.16,60,Rejected,Document Verification,,6.91
APP0007159,CUST000624,26/01/2024,Debt Consolidation,16680.79,60,Rejected,Document Verification,,39.58
APP0007160,CUST004972,2024-05-11,Home Improvement,20603.88,36,Approved,Disbursed,12.52,4.76
APP0007161,CUST003150,2022-03-19,Home Improvement,15710.95,36,Approved,Disbursed,18.53,11.4
APP0007162,CUST001732,2022-01-21,Debt Consolidation,9637.97,36,Abandoned In Funnel,Pre-Qualification,,12.09
APP0007163,CUST001190,2025-12-28,Debt Consolidation,16185.67,60,Approved,Disbursed,15.39,31.87
APP0007164,CUST004446,2025-08-25,Debt Consolidation,9253.68,36,Rejected,Document Verification,,23.83
APP0007165,CUST001631,2025-12-10,Debt Consolidation,42285.55,36,Rejected,Risk Assessment,,8.29
APP0007166,CUST001666,29/12/2022,Credit Card Refinancing,23598.73,36,Approved,Disbursed,19.27,32.04
APP0007167,CUST000592,2024-05-13,Debt Consolidation,100000.0,60,Approved,Disbursed,12.41,15.51
APP0007168,CUST003028,2025-11-21,Major Purchase,11969.85,36,Approved,Disbursed,16.85,18.72
APP0007169,CUST001901,2024-06-04,Debt Consolidation,26098.02,36,Approved,Disbursed,10.37,17.38
APP0007170,CUST002950,2023-03-21,Debt Consolidation,50720.0,60,Approved,Disbursed,14.95,4.14
APP0007171,CUST004838,2022-10-02,Debt Consolidation,16096.17,60,Abandoned In Funnel,Document Verification,,27.27
APP0007172,CUST001366,2025-06-21,Credit Card Refinancing,13953.19,36,Approved,Disbursed,5.76,10.04
APP0007173,CUST000634,2025-10-01,Home Improvement,10629.23,36,Abandoned In Funnel,Document Verification,,25.77
APP0007174,CUST003717,2023-11-18,Debt Consolidation,7433.03,60,Approved,Disbursed,20.94,16.4
APP0007175,CUST000558,2025-12-29,Debt Consolidation,25395.76,36,Approved,Disbursed,23.34,10.14
APP0007176,CUST001861,2025-04-09,Debt Consolidation,19359.36,60,Abandoned In Funnel,Document Verification,,12.52
APP0007177,CUST000378,06/09/2023,Debt Consolidation,28561.23,60,Rejected,Document Verification,,10.98
APP0007178,CUST002616,2022-10-22,Debt Consolidation,29726.23,36,Rejected,Risk Assessment,,6.25
APP0007179,CUST000776,2023-04-23,Small Business,4849.47,36,Approved,Disbursed,12.08,15.21
APP0007180,CUST002716,2023-09-20,Credit Card Refinancing,15246.03,60,Approved,Disbursed,27.51,
APP0007181,CUST003056,2023-08-13,Home Improvement,15474.78,60,Approved,Disbursed,21.12,12.53
APP0007182,CUST000216,2024-04-16,Major Purchase,19286.95,60,Approved,Disbursed,25.37,2.5
APP0007183,CUST002493,2023-02-23,Major Purchase,6832.7,36,Abandoned In Funnel,Document Verification,,27.12
APP0007184,CUST001064,2025-12-16,Credit Card Refinancing,18525.71,60,Abandoned In Funnel,Document Verification,,22.82
APP0007185,CUST001343,28/05/2025,Home Improvement,10822.75,60,Approved,Disbursed,27.92,4.67
APP0007186,CUST002612,05/10/2023,Credit Card Refinancing,8907.56,36,Rejected,Risk Assessment,,3.61
APP0007187,CUST002559,2025-02-05,Credit Card Refinancing,8748.48,36,Abandoned In Funnel,Pre-Qualification,,17.21
APP0007188,CUST000251,2024-04-12,Debt Consolidation,6373.49,36,Approved,Disbursed,24.22,10.0
APP0007189,CUST002892,2025-01-07,Credit Card Refinancing,20811.54,60,Rejected,Document Verification,,1.49
APP0007190,CUST001947,2024-07-12,Debt Consolidation,2308.18,36,Abandoned In Funnel,Final Offer,,1.92
APP0007191,CUST001591,2023-06-19,Debt Consolidation,20343.53,36,Abandoned In Funnel,Document Verification,,16.33
APP0007192,CUST004969,2025-11-24,Debt Consolidation,13472.36,36,Abandoned In Funnel,Document Verification,,23.26
APP0007193,CUST003037,2022-05-06,Debt Consolidation,10729.41,36,Rejected,Document Verification,,5.34
APP0007194,CUST004497,28/04/2023,Credit Card Refinancing,24487.43,36,Rejected,Document Verification,,7.78
APP0007195,CUST004736,2025-04-22,Debt Consolidation,8220.35,60,Rejected,Document Verification,,7.89
APP0007196,CUST001728,08/03/2024,Debt Consolidation,8507.12,60,Abandoned In Funnel,Final Offer,,7.0
APP0007197,CUST003447,2024-09-13,Home Improvement,6322.25,60,Rejected,Risk Assessment,,18.93
APP0007198,CUST003986,2025-07-17,Credit Card Refinancing,5336.0,60,Approved,Disbursed,16.5,11.63
APP0007199,CUST002963,2023-03-27,Major Purchase,13014.17,60,Approved,Disbursed,12.63,18.87
APP0007200,CUST004411,2024-03-03,Debt Consolidation,54404.49,60,Approved,Disbursed,23.98,10.29
APP0007201,CUST002568,2022-02-28,Debt Consolidation,9407.98,36,Rejected,Document Verification,,30.94
APP0007202,CUST002610,2023-06-28,Small Business,16722.75,60,Rejected,Risk Assessment,,16.21
APP0007203,CUST001598,06/06/2022,Credit Card Refinancing,4945.53,60,Approved,Disbursed,8.54,13.92
APP0007204,CUST001929,2023-12-27,Small Business,13707.94,60,Approved,Disbursed,16.5,11.96
APP0007205,CUST000525,2023-02-18,Debt Consolidation,15546.07,36,Approved,Disbursed,15.71,19.36
APP0007206,CUST001321,2022-02-18,Debt Consolidation,22291.29,36,Rejected,Risk Assessment,,11.44
APP0007207,CUST000494,2023-12-16,Major Purchase,5667.7,60,Abandoned In Funnel,Pre-Qualification,,17.46
APP0007208,CUST003467,2022-12-19,Small Business,26492.92,60,Abandoned In Funnel,Final Offer,,5.45
APP0007209,CUST001270,2022-03-16,Home Improvement,5574.16,60,Approved,Disbursed,28.0,22.41
APP0007210,CUST003124,2022-02-28,Small Business,70932.9,60,Rejected,Risk Assessment,,46.63
APP0007211,CUST000753,2022-08-29,Credit Card Refinancing,12550.43,60,Rejected,Pre-Qualification,,16.9
APP0007212,CUST000349,2025-06-11,Small Business,56745.5,60,Rejected,Pre-Qualification,,28.86
APP0007213,CUST000409,2023-10-22,Debt Consolidation,39620.92,60,Rejected,Risk Assessment,,13.01
APP0007214,CUST003357,2023-02-16,Debt Consolidation,8166.71,36,Approved,Disbursed,9.93,16.05
APP0007215,CUST004670,2022-12-19,Credit Card Refinancing,5445.62,60,Approved,Disbursed,20.64,27.43
APP0007216,CUST002509,2025-04-09,Small Business,14608.94,36,Rejected,Pre-Qualification,,18.47
